-1.000000000000000000e+00,2.325039868216391969e+00
-9.797979797979797789e-01,2.113860677725104775e+00
-9.595959595959595578e-01,1.895165370552572170e+00
-9.393939393939394478e-01,2.907300959521136985e+00
-9.191919191919192267e-01,2.521127455493092917e+00
-8.989898989898990056e-01,2.092291143024954891e+00
-8.787878787878787845e-01,3.176950793089477365e+00
-8.585858585858585634e-01,2.524880187779081631e+00
-8.383838383838383423e-01,3.352589170060624291e+00
-8.181818181818181213e-01,2.439235415003112362e+00
-7.979797979797980112e-01,1.720172607103585216e+00
-7.777777777777777901e-01,1.703201083703199004e+00
-7.575757575757575690e-01,7.284911948418915095e-02
-7.373737373737373479e-01,4.534365822096229626e-01
-7.171717171717171269e-01,3.816658951011709933e-01
-6.969696969696970168e-01,-5.018314763012146074e-01
-6.767676767676766847e-01,4.330406536514863625e-02
-6.565656565656565746e-01,-1.922559947513454714e+00
-6.363636363636363535e-01,1.033449027193604763e-01
-6.161616161616161325e-01,-1.232589283358903387e+00
-5.959595959595959114e-01,-2.685557724494782028e-01
-5.757575757575756903e-01,-1.616484914801233685e+00
-5.555555555555555802e-01,-1.295374575523955185e+00
-5.353535353535352481e-01,-7.517553736421574984e-01
-5.151515151515151381e-01,1.142646538779107379e-01
-4.949494949494949170e-01,-1.613755961726821841e-01
-4.747474747474746959e-01,3.460979619631455728e-01
-4.545454545454544748e-01,5.359935958800376987e-02
-4.343434343434342537e-01,7.899755365238810834e-01
-4.141414141414141437e-01,1.633958038360625142e+00
-3.939393939393939226e-01,1.047437496033028159e+00
-3.737373737373737015e-01,1.981575276352121939e+00
-3.535353535353534804e-01,1.197675484626698372e+00
-3.333333333333332593e-01,9.506303597680768602e-01
-3.131313131313130382e-01,1.754755089413151392e+00
-2.929292929292928171e-01,1.241350541011449815e+00
-2.727272727272727071e-01,1.405066087050533596e+00
-2.525252525252524860e-01,7.667781688000752105e-01
-2.323232323232322649e-01,1.269227879780708168e+00
-2.121212121212120438e-01,6.653349389052678475e-01
-1.919191919191918227e-01,1.505825527728879010e+00
-1.717171717171716017e-01,-1.736339447108268264e-01
-1.515151515151514916e-01,1.327268552826697201e+00
-1.313131313131312705e-01,7.438238247103652334e-01
-1.111111111111110494e-01,1.641394017719531195e+00
-9.090909090909082835e-02,5.541937211833214416e-01
-7.070707070707060726e-02,1.680149241714542274e+00
-5.050505050505038618e-02,1.674743920007163434e+00
-3.030303030303027612e-02,1.536567361254383313e+00
-1.010101010101005503e-02,1.953902510308882512e+00
1.010101010101016605e-02,1.580597261830212652e+00
3.030303030303049816e-02,2.877166435223264429e+00
5.050505050505060822e-02,3.040343203332491306e+00
7.070707070707071829e-02,2.374129684074930857e+00
9.090909090909105039e-02,2.906070505247874802e+00
1.111111111111111605e-01,1.835512751221185734e+00
1.313131313131314926e-01,2.904219694448132216e+00
1.515151515151516026e-01,3.368923104201708707e+00
1.717171717171717127e-01,1.360604387778373781e+00
1.919191919191920448e-01,2.343623700707307300e+00
2.121212121212121549e-01,1.458812011915594953e+00
2.323232323232324870e-01,1.713526765860242440e+00
2.525252525252525970e-01,1.481261941827383577e+00
2.727272727272729291e-01,8.774338516345483452e-01
2.929292929292930392e-01,-1.172129845890854116e-01
3.131313131313131493e-01,-9.756509613292003724e-01
3.333333333333334814e-01,-2.654863870904181633e-01
3.535353535353535914e-01,-1.499941487714089305e+00
3.737373737373739235e-01,-1.280914144436159807e+00
3.939393939393940336e-01,-4.864374707935583131e-01
4.141414141414143657e-01,-6.380665057390801920e-01
4.343434343434344758e-01,-6.485064709418041362e-01
4.545454545454545858e-01,-2.399396767871415093e-01
4.747474747474749179e-01,-8.052517104905266843e-01
4.949494949494950280e-01,6.668850476618709555e-02
5.151515151515153601e-01,1.375834676521980049e-01
5.353535353535354702e-01,-1.870687838057799590e-01
5.555555555555555802e-01,6.756103986525997529e-01
5.757575757575759123e-01,5.966850833536899712e-01
5.959595959595960224e-01,1.601756210617669929e+00
6.161616161616163545e-01,1.630228009421745394e+00
6.363636363636364646e-01,1.254113483675395990e+00
6.565656565656567967e-01,2.735959143828565310e+00
6.767676767676769067e-01,1.612342039738231536e+00
6.969696969696970168e-01,1.330918771595964278e+00
7.171717171717173489e-01,1.433982751141432255e+00
7.373737373737374590e-01,1.516212741021500499e+00
7.575757575757577911e-01,1.269741347574625756e+00
7.777777777777779011e-01,6.697828154761242825e-01
7.979797979797982332e-01,6.243723423961069496e-01
8.181818181818183433e-01,1.288491392883091002e+00
8.383838383838384534e-01,-6.777238271706009787e-02
8.585858585858587855e-01,-6.283714916124272243e-02
8.787878787878788955e-01,1.095719832704517227e+00
8.989898989898992276e-01,4.841964484678602521e-01
9.191919191919193377e-01,9.289634103930252129e-01
9.393939393939394478e-01,2.004948020028451516e+00
9.595959595959597799e-01,1.202575700753279797e+00
9.797979797979798899e-01,1.534755970792826663e+00
1.000000000000000000e+00,1.668397227259867499e+00
